source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell subclass]	characteristics[activation encounter]	characteristics[activation state]	characteristics[individual]	characteristics[biological replicate]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD004352-Sample-182	Homo sapiens	blood	monocyte	non-classical monocyte	resiquimoidR848	not applicable	6	6	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_06.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_R848_06.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-183	Homo sapiens	blood	monocyte	non-classical monocyte	zymosanZYM	not applicable	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_01.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_01.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-184	Homo sapiens	blood	monocyte	non-classical monocyte	zymosanZYM	not applicable	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_02.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-185	Homo sapiens	blood	monocyte	non-classical monocyte	zymosanZYM	not applicable	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_03.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-186	Homo sapiens	blood	monocyte	non-classical monocyte	zymosanZYM	not applicable	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_04.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-187	Homo sapiens	blood	monocyte	non-classical monocyte	zymosanZYM	not applicable	5	5	not available	not available	not available	not available	normal	no depletion	not applicable	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05.raw	proteomic profiling by mass spectrometry	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_ZYM_05.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-188	Homo sapiens	blood	B cell	memory B cell	not applicable	activated	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	B.memory_01activated.raw	proteomic profiling by mass spectrometry	B.memory_01activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.memory_01activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory B cell
PXD004352-Sample-189	Homo sapiens	blood	B cell	memory B cell	not applicable	activated	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	B.memory_02activated.raw	proteomic profiling by mass spectrometry	B.memory_02activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.memory_02activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory B cell
PXD004352-Sample-190	Homo sapiens	blood	B cell	memory B cell	not applicable	activated	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	B.memory_03activated.raw	proteomic profiling by mass spectrometry	B.memory_03activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.memory_03activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory B cell
PXD004352-Sample-191	Homo sapiens	blood	B cell	memory B cell	not applicable	activated	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	B.memory_04activated.raw	proteomic profiling by mass spectrometry	B.memory_04activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.memory_04activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory B cell
PXD004352-Sample-192	Homo sapiens	blood	B cell	naive B cell	not applicable	activated	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	B.naive_01activated.raw	proteomic profiling by mass spectrometry	B.naive_01activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.naive_01activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	NT=naive B cell
PXD004352-Sample-193	Homo sapiens	blood	B cell	naive B cell	not applicable	activated	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	B.naive_02activated.raw	proteomic profiling by mass spectrometry	B.naive_02activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.naive_02activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	NT=naive B cell
PXD004352-Sample-194	Homo sapiens	blood	B cell	naive B cell	not applicable	activated	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	B.naive_03activated.raw	proteomic profiling by mass spectrometry	B.naive_03activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.naive_03activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	NT=naive B cell
PXD004352-Sample-195	Homo sapiens	blood	B cell	naive B cell	not applicable	activated	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	B.naive_04activated.raw	proteomic profiling by mass spectrometry	B.naive_04activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/B.naive_04activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	NT=naive B cell
PXD004352-Sample-196	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	not applicable	activated	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	mDC_01activated.raw	proteomic profiling by mass spectrometry	mDC_01activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_01activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-197	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	not applicable	activated	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	mDC_02activated.raw	proteomic profiling by mass spectrometry	mDC_02activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_02activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-198	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	not applicable	activated	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	mDC_03activated.raw	proteomic profiling by mass spectrometry	mDC_03activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_03activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-199	Homo sapiens	blood	"dendritic cell, human"	"myeloid dendritic cell, human"	not applicable	activated	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	mDC_04activated.raw	proteomic profiling by mass spectrometry	mDC_04activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mDC_04activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"myeloid dendritic cell, human"
PXD004352-Sample-200	Homo sapiens	blood	monocyte	classical monocyte	not applicable	activated	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	MO.classical_01activated.raw	proteomic profiling by mass spectrometry	MO.classical_01activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.classical_01activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-201	Homo sapiens	blood	monocyte	classical monocyte	not applicable	activated	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	MO.classical_02activated.raw	proteomic profiling by mass spectrometry	MO.classical_02activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.classical_02activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-202	Homo sapiens	blood	monocyte	classical monocyte	not applicable	activated	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	MO.classical_03activated.raw	proteomic profiling by mass spectrometry	MO.classical_03activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.classical_03activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	classical monocyte
PXD004352-Sample-203	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	activated	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	mTregs_01activated.raw	proteomic profiling by mass spectrometry	mTregs_01activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mTregs_01activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-204	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	activated	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	mTregs_02activated.raw	proteomic profiling by mass spectrometry	mTregs_02activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mTregs_02activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-205	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	activated	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	mTregs_03activated.raw	proteomic profiling by mass spectrometry	mTregs_03activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mTregs_03activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-206	Homo sapiens	blood	natural killer cell	"CD16-negative, CD56-bright natural killer cell, human"	not applicable	activated	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	NK.bright_01activated.raw	proteomic profiling by mass spectrometry	NK.bright_01activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.bright_01activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-negative, CD56-bright natural killer cell, human"
PXD004352-Sample-207	Homo sapiens	blood	natural killer cell	"CD16-negative, CD56-bright natural killer cell, human"	not applicable	activated	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	NK.bright_02activated.raw	proteomic profiling by mass spectrometry	NK.bright_02activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.bright_02activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-negative, CD56-bright natural killer cell, human"
PXD004352-Sample-208	Homo sapiens	blood	natural killer cell	"CD16-negative, CD56-bright natural killer cell, human"	not applicable	activated	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	NK.bright_03activated.raw	proteomic profiling by mass spectrometry	NK.bright_03activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.bright_03activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-negative, CD56-bright natural killer cell, human"
PXD004352-Sample-209	Homo sapiens	blood	natural killer cell	"CD16-positive, CD56-dim natural killer cell, human"	not applicable	activated	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	NK.dim_01activated.raw	proteomic profiling by mass spectrometry	NK.dim_01activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.dim_01activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-positive, CD56-dim natural killer cell, human"
PXD004352-Sample-210	Homo sapiens	blood	natural killer cell	"CD16-positive, CD56-dim natural killer cell, human"	not applicable	activated	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	NK.dim_02activated.raw	proteomic profiling by mass spectrometry	NK.dim_02activated.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.dim_02activated.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-positive, CD56-dim natural killer cell, human"
