source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[cell type]	"characteristics[cell line]	"	characteristics[disease]	characteristics[biological replicate]	Material Type	technology type	assay name	comment[technical replicate]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD022469-sample-198	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run198	2	AP051118_Gurjeet_ProtMiner_B6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B6.raw	6	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-199	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run199	2	AP051118_Gurjeet_ProtMiner_B7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B7.raw	7	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-200	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run200	2	AP051118_Gurjeet_ProtMiner_B8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B8.raw	8	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-201	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run201	2	AP051118_Gurjeet_ProtMiner_B9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B9.raw	9	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-202	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run202	2	AP051118_Gurjeet_ProtMiner_B10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B10.raw	10	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-203	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run203	2	AP051118_Gurjeet_ProtMiner_B11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B11.raw	11	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-204	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run204	2	AP051118_Gurjeet_ProtMiner_B12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B12.raw	12	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-205	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run205	2	AP051118_Gurjeet_ProtMiner_B13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B13.raw	13	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-206	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run206	2	AP051118_Gurjeet_ProtMiner_B14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B14.raw	14	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-207	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run207	2	AP051118_Gurjeet_ProtMiner_B15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B15.raw	15	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-208	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run208	2	AP051118_Gurjeet_ProtMiner_B16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B16.raw	16	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-209	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run209	2	AP051118_Gurjeet_ProtMiner_B17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B17.raw	17	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-210	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run210	2	AP051118_Gurjeet_ProtMiner_B18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B18.raw	18	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-211	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run211	2	AP051118_Gurjeet_ProtMiner_B19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B19.raw	19	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-212	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run212	2	AP051118_Gurjeet_ProtMiner_B20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B20.raw	20	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-213	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run213	2	AP051118_Gurjeet_ProtMiner_B21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B21.raw	21	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-214	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run214	2	AP051118_Gurjeet_ProtMiner_B22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B22.raw	22	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-215	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run215	2	AP051118_Gurjeet_ProtMiner_B23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B23.raw	23	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-216	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run216	2	AP051118_Gurjeet_ProtMiner_B24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_B24.raw	24	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-217	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run217	2	AP051118_Gurjeet_ProtMiner_UB1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB1.raw	1	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-218	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run218	2	AP051118_Gurjeet_ProtMiner_UB2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB2.raw	2	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-219	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run219	2	AP051118_Gurjeet_ProtMiner_UB3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB3.raw	3	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-220	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run220	2	AP051118_Gurjeet_ProtMiner_UB4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB4.raw	4	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-221	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run221	2	AP051118_Gurjeet_ProtMiner_UB5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB5.raw	5	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-222	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run222	2	AP051118_Gurjeet_ProtMiner_UB6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB6.raw	6	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-223	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run223	2	AP051118_Gurjeet_ProtMiner_UB7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB7.raw	7	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-224	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run224	2	AP051118_Gurjeet_ProtMiner_UB8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB8.raw	8	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-225	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run225	2	AP051118_Gurjeet_ProtMiner_UB9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB9.raw	9	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-226	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run226	2	AP051118_Gurjeet_ProtMiner_UB10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB10.raw	10	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-227	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run227	2	AP051118_Gurjeet_ProtMiner_UB11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB11.raw	11	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-228	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run228	2	AP051118_Gurjeet_ProtMiner_UB12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB12.raw	12	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
PXD022469-sample-229	Homo sapiens	Blood plasma	not available	not available	not available	not available	not available	1	cell	proteomic profiling by mass spectrometry	run229	2	AP051118_Gurjeet_ProtMiner_UB13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/02/PXD022469/AP051118_Gurjeet_ProtMiner_UB13.raw	13	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Glu->pyro-Glu;MT=Variable;TA=E;AC=UNIMOD:27	NT=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	not available	5 ppm	0.07 Da	Blood plasma
