source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	characteristics[quality]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000129-Sample-24	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run59	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ER7ST6OvOGWCNp3imp0qfDDmkWdgVWQV5ZHr6HbtZZ2qw62ZpHJPLXC8OpZBC3dPjd4bdbII9ZT68YOF9Pck7hsFXiUnt5-mArqnYOsB-NU9PKE6tzcgKbOtr6CmKpSZecLpgkQHsYry4ctNtBaoAnuedJ0bkn4AVoeYwU0kpix6fzgefa1DQMR84JiE5V4n6rhQDCoHwOxNEKBMVfVSu5nLQXwRTOhc1IJ6o29EmRPIFRbW3Kv~02-y8kqUzxliUjDyLFTGowIzfUN2QZWZ2eAH-AvkZusvUgrRBn2Ce2IAocQkz2HcdCN9ktgJJ6RHRI-U9vaSOXtwr0LieS8riQ__	1	9	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-25	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run59	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ER7ST6OvOGWCNp3imp0qfDDmkWdgVWQV5ZHr6HbtZZ2qw62ZpHJPLXC8OpZBC3dPjd4bdbII9ZT68YOF9Pck7hsFXiUnt5-mArqnYOsB-NU9PKE6tzcgKbOtr6CmKpSZecLpgkQHsYry4ctNtBaoAnuedJ0bkn4AVoeYwU0kpix6fzgefa1DQMR84JiE5V4n6rhQDCoHwOxNEKBMVfVSu5nLQXwRTOhc1IJ6o29EmRPIFRbW3Kv~02-y8kqUzxliUjDyLFTGowIzfUN2QZWZ2eAH-AvkZusvUgrRBn2Ce2IAocQkz2HcdCN9ktgJJ6RHRI-U9vaSOXtwr0LieS8riQ__	1	9	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-26	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run59	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ER7ST6OvOGWCNp3imp0qfDDmkWdgVWQV5ZHr6HbtZZ2qw62ZpHJPLXC8OpZBC3dPjd4bdbII9ZT68YOF9Pck7hsFXiUnt5-mArqnYOsB-NU9PKE6tzcgKbOtr6CmKpSZecLpgkQHsYry4ctNtBaoAnuedJ0bkn4AVoeYwU0kpix6fzgefa1DQMR84JiE5V4n6rhQDCoHwOxNEKBMVfVSu5nLQXwRTOhc1IJ6o29EmRPIFRbW3Kv~02-y8kqUzxliUjDyLFTGowIzfUN2QZWZ2eAH-AvkZusvUgrRBn2Ce2IAocQkz2HcdCN9ktgJJ6RHRI-U9vaSOXtwr0LieS8riQ__	1	9	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-27	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run59	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ER7ST6OvOGWCNp3imp0qfDDmkWdgVWQV5ZHr6HbtZZ2qw62ZpHJPLXC8OpZBC3dPjd4bdbII9ZT68YOF9Pck7hsFXiUnt5-mArqnYOsB-NU9PKE6tzcgKbOtr6CmKpSZecLpgkQHsYry4ctNtBaoAnuedJ0bkn4AVoeYwU0kpix6fzgefa1DQMR84JiE5V4n6rhQDCoHwOxNEKBMVfVSu5nLQXwRTOhc1IJ6o29EmRPIFRbW3Kv~02-y8kqUzxliUjDyLFTGowIzfUN2QZWZ2eAH-AvkZusvUgrRBn2Ce2IAocQkz2HcdCN9ktgJJ6RHRI-U9vaSOXtwr0LieS8riQ__	1	9	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-28	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run59	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ER7ST6OvOGWCNp3imp0qfDDmkWdgVWQV5ZHr6HbtZZ2qw62ZpHJPLXC8OpZBC3dPjd4bdbII9ZT68YOF9Pck7hsFXiUnt5-mArqnYOsB-NU9PKE6tzcgKbOtr6CmKpSZecLpgkQHsYry4ctNtBaoAnuedJ0bkn4AVoeYwU0kpix6fzgefa1DQMR84JiE5V4n6rhQDCoHwOxNEKBMVfVSu5nLQXwRTOhc1IJ6o29EmRPIFRbW3Kv~02-y8kqUzxliUjDyLFTGowIzfUN2QZWZ2eAH-AvkZusvUgrRBn2Ce2IAocQkz2HcdCN9ktgJJ6RHRI-U9vaSOXtwr0LieS8riQ__	1	9	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-29	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run59	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ER7ST6OvOGWCNp3imp0qfDDmkWdgVWQV5ZHr6HbtZZ2qw62ZpHJPLXC8OpZBC3dPjd4bdbII9ZT68YOF9Pck7hsFXiUnt5-mArqnYOsB-NU9PKE6tzcgKbOtr6CmKpSZecLpgkQHsYry4ctNtBaoAnuedJ0bkn4AVoeYwU0kpix6fzgefa1DQMR84JiE5V4n6rhQDCoHwOxNEKBMVfVSu5nLQXwRTOhc1IJ6o29EmRPIFRbW3Kv~02-y8kqUzxliUjDyLFTGowIzfUN2QZWZ2eAH-AvkZusvUgrRBn2Ce2IAocQkz2HcdCN9ktgJJ6RHRI-U9vaSOXtwr0LieS8riQ__	1	9	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-30	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run59	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f09.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ER7ST6OvOGWCNp3imp0qfDDmkWdgVWQV5ZHr6HbtZZ2qw62ZpHJPLXC8OpZBC3dPjd4bdbII9ZT68YOF9Pck7hsFXiUnt5-mArqnYOsB-NU9PKE6tzcgKbOtr6CmKpSZecLpgkQHsYry4ctNtBaoAnuedJ0bkn4AVoeYwU0kpix6fzgefa1DQMR84JiE5V4n6rhQDCoHwOxNEKBMVfVSu5nLQXwRTOhc1IJ6o29EmRPIFRbW3Kv~02-y8kqUzxliUjDyLFTGowIzfUN2QZWZ2eAH-AvkZusvUgrRBn2Ce2IAocQkz2HcdCN9ktgJJ6RHRI-U9vaSOXtwr0LieS8riQ__	1	9	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-21	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run60	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gEpgFfoIpszFPwXM9kbmxjg3UoClBex155Qb185TBJDoxsyJeVE4FAEVOp9ZnXzp3bC~QL0N9ADYQsjrPK6T4Pzgnnbq4PGGDg5G3yX0HFyoI8alyZwgAYq9~Gle63PXHiU40CudshaqyXpxT0k80e1A26aoodOfohxoSfAQ-sbs0vWUdclASJAbXG7SyeWdhGG4P4SpoPVTLUFIG7V6a5LLTDsnPpgvSYOeHveYfuQlgLMZ5vqcbDIy5rPo5x-ogOnt1xFi3qgEun9O-mtl2QtUM2TYZd6YGv0R0p0dDl6hlU9~SJ8K83Vg-y33xwgp3r2fqlI1AzGaacKnq1DRHA__	1	10	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-22	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run60	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gEpgFfoIpszFPwXM9kbmxjg3UoClBex155Qb185TBJDoxsyJeVE4FAEVOp9ZnXzp3bC~QL0N9ADYQsjrPK6T4Pzgnnbq4PGGDg5G3yX0HFyoI8alyZwgAYq9~Gle63PXHiU40CudshaqyXpxT0k80e1A26aoodOfohxoSfAQ-sbs0vWUdclASJAbXG7SyeWdhGG4P4SpoPVTLUFIG7V6a5LLTDsnPpgvSYOeHveYfuQlgLMZ5vqcbDIy5rPo5x-ogOnt1xFi3qgEun9O-mtl2QtUM2TYZd6YGv0R0p0dDl6hlU9~SJ8K83Vg-y33xwgp3r2fqlI1AzGaacKnq1DRHA__	1	10	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-23	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run60	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gEpgFfoIpszFPwXM9kbmxjg3UoClBex155Qb185TBJDoxsyJeVE4FAEVOp9ZnXzp3bC~QL0N9ADYQsjrPK6T4Pzgnnbq4PGGDg5G3yX0HFyoI8alyZwgAYq9~Gle63PXHiU40CudshaqyXpxT0k80e1A26aoodOfohxoSfAQ-sbs0vWUdclASJAbXG7SyeWdhGG4P4SpoPVTLUFIG7V6a5LLTDsnPpgvSYOeHveYfuQlgLMZ5vqcbDIy5rPo5x-ogOnt1xFi3qgEun9O-mtl2QtUM2TYZd6YGv0R0p0dDl6hlU9~SJ8K83Vg-y33xwgp3r2fqlI1AzGaacKnq1DRHA__	1	10	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-24	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run60	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gEpgFfoIpszFPwXM9kbmxjg3UoClBex155Qb185TBJDoxsyJeVE4FAEVOp9ZnXzp3bC~QL0N9ADYQsjrPK6T4Pzgnnbq4PGGDg5G3yX0HFyoI8alyZwgAYq9~Gle63PXHiU40CudshaqyXpxT0k80e1A26aoodOfohxoSfAQ-sbs0vWUdclASJAbXG7SyeWdhGG4P4SpoPVTLUFIG7V6a5LLTDsnPpgvSYOeHveYfuQlgLMZ5vqcbDIy5rPo5x-ogOnt1xFi3qgEun9O-mtl2QtUM2TYZd6YGv0R0p0dDl6hlU9~SJ8K83Vg-y33xwgp3r2fqlI1AzGaacKnq1DRHA__	1	10	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-25	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run60	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gEpgFfoIpszFPwXM9kbmxjg3UoClBex155Qb185TBJDoxsyJeVE4FAEVOp9ZnXzp3bC~QL0N9ADYQsjrPK6T4Pzgnnbq4PGGDg5G3yX0HFyoI8alyZwgAYq9~Gle63PXHiU40CudshaqyXpxT0k80e1A26aoodOfohxoSfAQ-sbs0vWUdclASJAbXG7SyeWdhGG4P4SpoPVTLUFIG7V6a5LLTDsnPpgvSYOeHveYfuQlgLMZ5vqcbDIy5rPo5x-ogOnt1xFi3qgEun9O-mtl2QtUM2TYZd6YGv0R0p0dDl6hlU9~SJ8K83Vg-y33xwgp3r2fqlI1AzGaacKnq1DRHA__	1	10	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-26	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run60	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gEpgFfoIpszFPwXM9kbmxjg3UoClBex155Qb185TBJDoxsyJeVE4FAEVOp9ZnXzp3bC~QL0N9ADYQsjrPK6T4Pzgnnbq4PGGDg5G3yX0HFyoI8alyZwgAYq9~Gle63PXHiU40CudshaqyXpxT0k80e1A26aoodOfohxoSfAQ-sbs0vWUdclASJAbXG7SyeWdhGG4P4SpoPVTLUFIG7V6a5LLTDsnPpgvSYOeHveYfuQlgLMZ5vqcbDIy5rPo5x-ogOnt1xFi3qgEun9O-mtl2QtUM2TYZd6YGv0R0p0dDl6hlU9~SJ8K83Vg-y33xwgp3r2fqlI1AzGaacKnq1DRHA__	1	10	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-27	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run60	proteomic profiling by mass spectrometry	03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/03CPTAC_CompRef_W_JHU_20180813_LUMOS_f10.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gEpgFfoIpszFPwXM9kbmxjg3UoClBex155Qb185TBJDoxsyJeVE4FAEVOp9ZnXzp3bC~QL0N9ADYQsjrPK6T4Pzgnnbq4PGGDg5G3yX0HFyoI8alyZwgAYq9~Gle63PXHiU40CudshaqyXpxT0k80e1A26aoodOfohxoSfAQ-sbs0vWUdclASJAbXG7SyeWdhGG4P4SpoPVTLUFIG7V6a5LLTDsnPpgvSYOeHveYfuQlgLMZ5vqcbDIy5rPo5x-ogOnt1xFi3qgEun9O-mtl2QtUM2TYZd6YGv0R0p0dDl6hlU9~SJ8K83Vg-y33xwgp3r2fqlI1AzGaacKnq1DRHA__	1	10	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
